"date","country","value"
2017-03-12,"JP",5310
2017-03-13,"JP",5310
2017-03-14,"JP",5310
2017-03-15,"JP",5410
2017-03-16,"JP",5333
2017-03-17,"JP",5228
2017-03-18,"JP",5311
2017-03-19,"JP",5206
2017-03-20,"JP",5206
2017-03-21,"JP",5206
2017-03-22,"JP",5318
2017-03-23,"JP",5368
2017-03-24,"JP",5322
2017-03-25,"JP",5378
2017-03-26,"JP",5484
2017-03-27,"JP",5484
2017-03-28,"JP",5484
2017-03-29,"JP",5484
2017-03-30,"JP",5484
2017-03-31,"JP",5484
2017-04-01,"JP",5484
2017-04-02,"JP",5484
2017-04-03,"JP",5415
2017-04-04,"JP",5359
2017-04-05,"JP",5482
2017-04-06,"JP",5482
2017-04-07,"JP",5410
2017-04-08,"JP",5517
2017-04-09,"JP",5517
2017-04-10,"JP",5517
2017-04-11,"JP",5407
2017-04-12,"JP",5304
2017-04-13,"JP",5304
2017-04-14,"JP",5231
2017-04-15,"JP",5231
2017-04-16,"JP",5231
2017-04-17,"JP",5231
2017-04-18,"JP",5189
2017-04-19,"JP",5225
2017-04-20,"JP",5225
2017-04-21,"JP",5167
2017-04-22,"JP",5218
2017-04-23,"JP",5172
2017-04-24,"JP",5172
2017-04-25,"JP",5102
2017-04-26,"JP",5102
2017-04-27,"JP",5102
2017-04-28,"JP",5102
2017-04-29,"JP",5102
2017-04-30,"JP",4968
2017-05-01,"JP",5070
2017-05-02,"JP",4929
2017-05-03,"JP",4997
2017-05-04,"JP",5028
2017-05-05,"JP",5028
2017-05-06,"JP",4935
2017-05-07,"JP",5003
2017-05-08,"JP",4907
2017-05-09,"JP",4824
2017-05-10,"JP",4765
2017-05-11,"JP",4765
2017-05-12,"JP",4765
2017-05-13,"JP",4902
2017-05-14,"JP",4798
2017-05-15,"JP",4671
2017-05-16,"JP",4526
2017-05-17,"JP",4670
2017-05-18,"JP",4670
2017-05-19,"JP",4670
2017-05-20,"JP",4670
2017-05-21,"JP",4791
2017-05-22,"JP",4853
2017-05-23,"JP",4853
2017-05-24,"JP",4997
2017-05-25,"JP",5106
2017-05-26,"JP",5223
2017-05-27,"JP",5223
2017-05-28,"JP",5223
2017-05-29,"JP",5223
2017-05-30,"JP",5223
2017-05-31,"JP",5223
2017-06-01,"JP",5185
2017-06-02,"JP",5287
2017-06-03,"JP",5331
2017-06-04,"JP",5468
2017-06-05,"JP",5407
2017-06-06,"JP",5472
2017-06-07,"JP",5402
2017-06-08,"JP",5529
2017-06-09,"JP",5653
2017-06-10,"JP",5653
2017-06-11,"JP",5550
2017-06-12,"JP",5476
2017-06-13,"JP",5551
2017-06-14,"JP",5551
2017-06-15,"JP",5597
2017-06-16,"JP",5535
2017-06-17,"JP",5617
2017-06-18,"JP",5744
2017-06-19,"JP",5844
2017-06-20,"JP",5896
2017-06-21,"JP",5896
2017-06-22,"JP",5803
2017-06-23,"JP",5684
2017-06-24,"JP",5595
2017-06-25,"JP",5560
2017-06-26,"JP",5560
2017-06-27,"JP",5614
2017-06-28,"JP",5614
2017-06-29,"JP",5614
2017-06-30,"JP",5526
2017-07-01,"JP",5604
2017-07-02,"JP",5716
2017-07-03,"JP",5716
2017-07-04,"JP",5644
2017-07-05,"JP",5514
2017-07-06,"JP",5514
2017-07-07,"JP",5649
2017-07-08,"JP",5649
2017-07-09,"JP",5762
2017-07-10,"JP",5854
2017-07-11,"JP",5731
2017-07-12,"JP",5630
2017-07-13,"JP",5497
2017-07-14,"JP",5358
2017-07-15,"JP",5294
2017-07-16,"JP",5380
2017-07-17,"JP",5380
2017-07-18,"JP",5310
2017-07-19,"JP",5207
2017-07-20,"JP",5347
2017-07-21,"JP",5478
2017-07-22,"JP",5433
2017-07-23,"JP",5433
2017-07-24,"JP",5365
2017-07-25,"JP",5365
2017-07-26,"JP",5365
2017-07-27,"JP",5365
2017-07-28,"JP",5365
2017-07-29,"JP",5365
2017-07-30,"JP",5330
2017-07-31,"JP",5188
2017-08-01,"JP",5232
2017-08-02,"JP",5317
2017-08-03,"JP",5317
2017-08-04,"JP",5317
2017-08-05,"JP",5275
2017-08-06,"JP",5219
2017-08-07,"JP",5175
2017-08-08,"JP",5084
2017-08-09,"JP",5212
2017-08-10,"JP",5212
2017-08-11,"JP",5352
2017-08-12,"JP",5352
2017-08-13,"JP",5224
2017-08-14,"JP",5224
2017-08-15,"JP",5277
2017-08-16,"JP",5193
2017-08-17,"JP",5193
2017-08-18,"JP",5245
2017-08-19,"JP",5154
2017-08-20,"JP",5214
2017-08-21,"JP",5105
2017-08-22,"JP",5105
2017-08-23,"JP",5105
2017-08-24,"JP",5138
2017-08-25,"JP",5093
2017-08-26,"JP",5093
2017-08-27,"JP",5093
2017-08-28,"JP",5187
2017-08-29,"JP",5218
2017-08-30,"JP",5341
2017-08-31,"JP",5234
2017-09-01,"JP",5270
2017-09-02,"JP",5322
2017-09-03,"JP",5193
2017-09-04,"JP",5193
2017-09-05,"JP",5193
2017-09-06,"JP",5325
2017-09-07,"JP",5325
2017-09-08,"JP",5393
2017-09-09,"JP",5485
2017-09-10,"JP",5485
2017-09-11,"JP",5408
2017-09-12,"JP",5337
2017-09-13,"JP",5435
2017-09-14,"JP",5519
2017-09-15,"JP",5519
2017-09-16,"JP",5519
2017-09-17,"JP",5487
2017-09-18,"JP",5520
2017-09-19,"JP",5630
2017-09-20,"JP",5630
2017-09-21,"JP",5669
2017-09-22,"JP",5669
2017-09-23,"JP",5552
2017-09-24,"JP",5409
2017-09-25,"JP",5409
2017-09-26,"JP",5409
2017-09-27,"JP",5378
2017-09-28,"JP",5499
2017-09-29,"JP",5571
2017-09-30,"JP",5571
2017-10-01,"JP",5678
2017-10-02,"JP",5678
2017-10-03,"JP",5678
2017-10-04,"JP",5678
2017-10-05,"JP",5620
2017-10-06,"JP",5684
2017-10-07,"JP",5684
2017-10-08,"JP",5630
2017-10-09,"JP",5630
2017-10-10,"JP",5630
2017-10-11,"JP",5700
2017-10-12,"JP",5829
2017-10-13,"JP",5704
2017-10-14,"JP",5592
2017-10-15,"JP",5492
2017-10-16,"JP",5631
2017-10-17,"JP",5631
2017-10-18,"JP",5744
2017-10-19,"JP",5744
2017-10-20,"JP",5744
2017-10-21,"JP",5690
2017-10-22,"JP",5782
2017-10-23,"JP",5747
2017-10-24,"JP",5648
2017-10-25,"JP",5512
2017-10-26,"JP",5397
2017-10-27,"JP",5481
2017-10-28,"JP",5532
2017-10-29,"JP",5672
2017-10-30,"JP",5672
2017-10-31,"JP",5672
2017-11-01,"JP",5550
2017-11-02,"JP",5452
2017-11-03,"JP",5452
2017-11-04,"JP",5578
2017-11-05,"JP",5578
2017-11-06,"JP",5539
2017-11-07,"JP",5590
2017-11-08,"JP",5590
2017-11-09,"JP",5590
2017-11-10,"JP",5547
2017-11-11,"JP",5547
2017-11-12,"JP",5547
2017-11-13,"JP",5469
2017-11-14,"JP",5469
2017-11-15,"JP",5469
2017-11-16,"JP",5469
2017-11-17,"JP",5469
2017-11-18,"JP",5558
2017-11-19,"JP",5446
2017-11-20,"JP",5359
2017-11-21,"JP",5480
2017-11-22,"JP",5480
2017-11-23,"JP",5376
2017-11-24,"JP",5312
2017-11-25,"JP",5431
2017-11-26,"JP",5380
2017-11-27,"JP",5342
2017-11-28,"JP",5342
2017-11-29,"JP",5312
2017-11-30,"JP",5204
2017-12-01,"JP",5096
2017-12-02,"JP",5035
2017-12-03,"JP",4995
2017-12-04,"JP",4904
2017-12-05,"JP",4904
2017-12-06,"JP",4857
2017-12-07,"JP",4965
2017-12-08,"JP",4965
2017-12-09,"JP",4965
2017-12-10,"JP",4965
2017-12-11,"JP",4924
2017-12-12,"JP",4824
2017-12-13,"JP",4824
2017-12-14,"JP",4824
2017-12-15,"JP",4863
2017-12-16,"JP",4863
2017-12-17,"JP",4766
2017-12-18,"JP",4712
2017-12-19,"JP",4842
2017-12-20,"JP",4936
2017-12-21,"JP",4936
2017-12-22,"JP",4936
2017-12-23,"JP",4978
2017-12-24,"JP",4978
2017-12-25,"JP",4920
2017-12-26,"JP",4920
2017-12-27,"JP",5027
2017-12-28,"JP",5027
2017-12-29,"JP",5027
2017-12-30,"JP",5027
2017-12-31,"JP",5027
2018-01-01,"JP",4966
2018-01-02,"JP",4966
2018-01-03,"JP",4853
2018-01-04,"JP",4853
2018-01-05,"JP",4894
2018-01-06,"JP",4809
2018-01-07,"JP",4876
2018-01-08,"JP",4779
2018-01-09,"JP",4779
2018-01-10,"JP",4855
2018-01-11,"JP",4900
2018-01-12,"JP",4962
2018-01-13,"JP",4962
2018-01-14,"JP",4855
2018-01-15,"JP",4855
2018-01-16,"JP",4855
2018-01-17,"JP",4855
2018-01-18,"JP",4793
2018-01-19,"JP",4793
2018-01-20,"JP",4859
2018-01-21,"JP",4859
2018-01-22,"JP",4859
2018-01-23,"JP",4949
2018-01-24,"JP",5005
2018-01-25,"JP",4940
2018-01-26,"JP",4940
2018-01-27,"JP",4888
2018-01-28,"JP",4766
2018-01-29,"JP",4658
2018-01-30,"JP",4560
2018-01-31,"JP",4506
2018-02-01,"JP",4399
2018-02-02,"JP",4316
2018-02-03,"JP",4316
2018-02-04,"JP",4316
2018-02-05,"JP",4316
2018-02-06,"JP",4215
2018-02-07,"JP",4215
2018-02-08,"JP",4272
2018-02-09,"JP",4210
2018-02-10,"JP",4210
2018-02-11,"JP",4310
2018-02-12,"JP",4195
2018-02-13,"JP",4235
2018-02-14,"JP",4199
2018-02-15,"JP",4231
2018-02-16,"JP",4304
2018-02-17,"JP",4231
2018-02-18,"JP",4174
2018-02-19,"JP",4209
2018-02-20,"JP",4209
2018-02-21,"JP",4073
2018-02-22,"JP",4073
2018-02-23,"JP",4073
2018-02-24,"JP",4128
2018-02-25,"JP",4273
2018-02-26,"JP",4354
2018-02-27,"JP",4409
2018-02-28,"JP",4492
2018-03-01,"JP",4572
2018-03-02,"JP",4541
2018-03-03,"JP",4401
2018-03-04,"JP",4401
2018-03-05,"JP",4319
2018-03-06,"JP",4432
2018-03-07,"JP",4388
2018-03-08,"JP",4261
2018-03-09,"JP",4337
2018-03-10,"JP",4337
2018-03-11,"JP",4271
2018-03-12,"JP",4271
2018-03-13,"JP",4305
2018-03-14,"JP",4305
2018-03-15,"JP",4305
2018-03-16,"JP",4305
2018-03-17,"JP",4238
2018-03-18,"JP",4238
2018-03-19,"JP",4238
2018-03-20,"JP",4279
2018-03-21,"JP",4227
2018-03-22,"JP",4115
2018-03-23,"JP",4029
2018-03-24,"JP",4029
2018-03-25,"JP",3901
2018-03-26,"JP",3783
2018-03-27,"JP",3783
2018-03-28,"JP",3783
2018-03-29,"JP",3708
2018-03-30,"JP",3675
2018-03-31,"JP",3675
2018-04-01,"JP",3539
2018-04-02,"JP",3496
2018-04-03,"JP",3405
2018-04-04,"JP",3454
2018-04-05,"JP",3402
2018-04-06,"JP",3510
2018-04-07,"JP",3588
2018-04-08,"JP",3588
2018-04-09,"JP",3718
2018-04-10,"JP",3596
2018-04-11,"JP",3631
2018-04-12,"JP",3668
2018-04-13,"JP",3699
2018-04-14,"JP",3652
2018-04-15,"JP",3688
2018-04-16,"JP",3626
2018-04-17,"JP",3552
2018-04-18,"JP",3677
2018-04-19,"JP",3710
2018-04-20,"JP",3710
2018-04-21,"JP",3710
2018-04-22,"JP",3591
2018-04-23,"JP",3713
2018-04-24,"JP",3713
2018-04-25,"JP",3858
2018-04-26,"JP",3858
2018-04-27,"JP",3858
2018-04-28,"JP",3858
2018-04-29,"JP",3805
2018-04-30,"JP",3871
2018-05-01,"JP",3767
2018-05-02,"JP",3767
2018-05-03,"JP",3643
2018-05-04,"JP",3643
2018-05-05,"JP",3714
2018-05-06,"JP",3791
2018-05-07,"JP",3791
2018-05-08,"JP",3704
2018-05-09,"JP",3602
2018-05-10,"JP",3602
2018-05-11,"JP",3720
2018-05-12,"JP",3720
2018-05-13,"JP",3606
2018-05-14,"JP",3606
2018-05-15,"JP",3606
2018-05-16,"JP",3606
2018-05-17,"JP",3730
2018-05-18,"JP",3730
2018-05-19,"JP",3859
2018-05-20,"JP",3942
2018-05-21,"JP",4006
2018-05-22,"JP",4051
2018-05-23,"JP",4051
2018-05-24,"JP",4051
2018-05-25,"JP",4051
2018-05-26,"JP",4020
2018-05-27,"JP",4162
2018-05-28,"JP",4042
2018-05-29,"JP",3921
2018-05-30,"JP",3800
2018-05-31,"JP",3869
2018-06-01,"JP",3975
2018-06-02,"JP",3975
2018-06-03,"JP",3871
2018-06-04,"JP",3871
2018-06-05,"JP",3871
2018-06-06,"JP",3871
2018-06-07,"JP",3766
2018-06-08,"JP",3670
2018-06-09,"JP",3670
2018-06-10,"JP",3638
2018-06-11,"JP",3538
2018-06-12,"JP",3681
2018-06-13,"JP",3623
2018-06-14,"JP",3623
2018-06-15,"JP",3516
2018-06-16,"JP",3375
2018-06-17,"JP",3274
2018-06-18,"JP",3385
2018-06-19,"JP",3440
2018-06-20,"JP",3521
2018-06-21,"JP",3384
2018-06-22,"JP",3263
2018-06-23,"JP",3263
2018-06-24,"JP",3148
2018-06-25,"JP",3220
2018-06-26,"JP",3160
2018-06-27,"JP",3160
2018-06-28,"JP",3092
2018-06-29,"JP",3092
2018-06-30,"JP",3038
2018-07-01,"JP",3071
2018-07-02,"JP",2964
2018-07-03,"JP",2964
2018-07-04,"JP",2872
2018-07-05,"JP",2953
2018-07-06,"JP",3045
2018-07-07,"JP",3123
2018-07-08,"JP",3075
2018-07-09,"JP",3015
2018-07-10,"JP",3015
2018-07-11,"JP",2896
2018-07-12,"JP",2965
2018-07-13,"JP",2891
2018-07-14,"JP",2960
2018-07-15,"JP",3051
2018-07-16,"JP",3000
2018-07-17,"JP",3059
2018-07-18,"JP",2960
2018-07-19,"JP",2992
2018-07-20,"JP",3066
2018-07-21,"JP",3146
2018-07-22,"JP",3236
2018-07-23,"JP",3145
2018-07-24,"JP",3182
2018-07-25,"JP",3182
2018-07-26,"JP",3241
2018-07-27,"JP",3241
2018-07-28,"JP",3241
2018-07-29,"JP",3373
2018-07-30,"JP",3373
2018-07-31,"JP",3373
2018-08-01,"JP",3373
2018-08-02,"JP",3430
2018-08-03,"JP",3399
2018-08-04,"JP",3500
2018-08-05,"JP",3500
2018-08-06,"JP",3615
2018-08-07,"JP",3559
2018-08-08,"JP",3495
2018-08-09,"JP",3576
2018-08-10,"JP",3525
2018-08-11,"JP",3396
2018-08-12,"JP",3396
2018-08-13,"JP",3396
2018-08-14,"JP",3396
2018-08-15,"JP",3495
2018-08-16,"JP",3495
2018-08-17,"JP",3495
2018-08-18,"JP",3495
2018-08-19,"JP",3578
2018-08-20,"JP",3578
2018-08-21,"JP",3451
2018-08-22,"JP",3451
2018-08-23,"JP",3451
2018-08-24,"JP",3451
2018-08-25,"JP",3368
2018-08-26,"JP",3450
2018-08-27,"JP",3450
2018-08-28,"JP",3450
2018-08-29,"JP",3531
2018-08-30,"JP",3619
2018-08-31,"JP",3533
2018-09-01,"JP",3586
2018-09-02,"JP",3586
2018-09-03,"JP",3679
2018-09-04,"JP",3679
2018-09-05,"JP",3627
2018-09-06,"JP",3759
2018-09-07,"JP",3874
2018-09-08,"JP",3874
2018-09-09,"JP",3874
2018-09-10,"JP",3874
2018-09-11,"JP",3955
2018-09-12,"JP",3955
2018-09-13,"JP",3955
2018-09-14,"JP",4014
2018-09-15,"JP",3904
2018-09-16,"JP",3904
2018-09-17,"JP",3812
2018-09-18,"JP",3864
2018-09-19,"JP",3864
2018-09-20,"JP",3864
2018-09-21,"JP",3942
2018-09-22,"JP",3992
2018-09-23,"JP",4025
2018-09-24,"JP",4116
2018-09-25,"JP",4239
2018-09-26,"JP",4239
2018-09-27,"JP",4380
2018-09-28,"JP",4299
2018-09-29,"JP",4435
2018-09-30,"JP",4435
2018-10-01,"JP",4526
2018-10-02,"JP",4526
2018-10-03,"JP",4592
2018-10-04,"JP",4660
2018-10-05,"JP",4569
2018-10-06,"JP",4633
2018-10-07,"JP",4633
2018-10-08,"JP",4633
2018-10-09,"JP",4762
2018-10-10,"JP",4664
2018-10-11,"JP",4555
2018-10-12,"JP",4555
2018-10-13,"JP",4479
2018-10-14,"JP",4479
2018-10-15,"JP",4479
2018-10-16,"JP",4408
2018-10-17,"JP",4513
2018-10-18,"JP",4461
2018-10-19,"JP",4499
2018-10-20,"JP",4447
2018-10-21,"JP",4324
2018-10-22,"JP",4324
2018-10-23,"JP",4420
2018-10-24,"JP",4420
2018-10-25,"JP",4420
2018-10-26,"JP",4420
2018-10-27,"JP",4551
2018-10-28,"JP",4658
2018-10-29,"JP",4767
2018-10-30,"JP",4812
2018-10-31,"JP",4749
2018-11-01,"JP",4871
2018-11-02,"JP",5013
2018-11-03,"JP",4973
2018-11-04,"JP",4973
2018-11-05,"JP",4926
2018-11-06,"JP",4830
2018-11-07,"JP",4954
2018-11-08,"JP",4863
2018-11-09,"JP",4970
2018-11-10,"JP",4970
2018-11-11,"JP",4939
2018-11-12,"JP",5027
2018-11-13,"JP",5027
2018-11-14,"JP",5027
2018-11-15,"JP",5027
2018-11-16,"JP",5171
2018-11-17,"JP",5267
2018-11-18,"JP",5312
2018-11-19,"JP",5168
2018-11-20,"JP",5088
2018-11-21,"JP",4989
2018-11-22,"JP",4888
2018-11-23,"JP",4805
2018-11-24,"JP",4926
2018-11-25,"JP",5043
2018-11-26,"JP",5043
2018-11-27,"JP",5043
2018-11-28,"JP",5110
2018-11-29,"JP",5110
2018-11-30,"JP",5175
2018-12-01,"JP",5261
2018-12-02,"JP",5261
2018-12-03,"JP",5261
2018-12-04,"JP",5374
2018-12-05,"JP",5517
2018-12-06,"JP",5395
2018-12-07,"JP",5270
2018-12-08,"JP",5270
2018-12-09,"JP",5213
2018-12-10,"JP",5213
2018-12-11,"JP",5083
2018-12-12,"JP",4980
2018-12-13,"JP",4980
2018-12-14,"JP",5018
2018-12-15,"JP",4958
2018-12-16,"JP",4958
2018-12-17,"JP",5073
2018-12-18,"JP",4947
2018-12-19,"JP",5088
2018-12-20,"JP",5032
2018-12-21,"JP",5070
2018-12-22,"JP",4998
2018-12-23,"JP",5110
2018-12-24,"JP",5218
2018-12-25,"JP",5123
2018-12-26,"JP",5011
2018-12-27,"JP",4909
2018-12-28,"JP",4849
2018-12-29,"JP",4849
2018-12-30,"JP",4816
2018-12-31,"JP",4816
2019-01-01,"JP",4816
2019-01-02,"JP",4764
2019-01-03,"JP",4861
2019-01-04,"JP",4861
2019-01-05,"JP",4805
2019-01-06,"JP",4805
2019-01-07,"JP",4805
2019-01-08,"JP",4882
2019-01-09,"JP",4882
2019-01-10,"JP",4927
2019-01-11,"JP",5007
2019-01-12,"JP",4940
2019-01-13,"JP",5070
2019-01-14,"JP",5178
2019-01-15,"JP",5178
2019-01-16,"JP",5259
2019-01-17,"JP",5259
2019-01-18,"JP",5325
2019-01-19,"JP",5251
2019-01-20,"JP",5165
2019-01-21,"JP",5267
2019-01-22,"JP",5122
2019-01-23,"JP",5122
2019-01-24,"JP",5122
2019-01-25,"JP",5122
2019-01-26,"JP",5021
2019-01-27,"JP",5152
2019-01-28,"JP",5077
2019-01-29,"JP",5077
2019-01-30,"JP",5011
2019-01-31,"JP",5011
2019-02-01,"JP",5011
2019-02-02,"JP",4936
2019-02-03,"JP",5008
2019-02-04,"JP",5008
2019-02-05,"JP",5116
2019-02-06,"JP",5177
2019-02-07,"JP",5295
2019-02-08,"JP",5234
2019-02-09,"JP",5312
2019-02-10,"JP",5249
2019-02-11,"JP",5249
2019-02-12,"JP",5249
2019-02-13,"JP",5383
2019-02-14,"JP",5383
2019-02-15,"JP",5295
2019-02-16,"JP",5295
2019-02-17,"JP",5152
2019-02-18,"JP",5053
2019-02-19,"JP",5106
2019-02-20,"JP",5106
2019-02-21,"JP",4966
2019-02-22,"JP",4825
2019-02-23,"JP",4919
2019-02-24,"JP",4919
2019-02-25,"JP",4979
2019-02-26,"JP",5106
2019-02-27,"JP",5217
2019-02-28,"JP",5271
2019-03-01,"JP",5329
2019-03-02,"JP",5421
2019-03-03,"JP",5527
2019-03-04,"JP",5479
2019-03-05,"JP",5611
2019-03-06,"JP",5611
2019-03-07,"JP",5611
2019-03-08,"JP",5611
2019-03-09,"JP",5611
2019-03-10,"JP",5611
2019-03-11,"JP",5497
2019-03-12,"JP",5635
2019-03-13,"JP",5635
2019-03-14,"JP",5635
2019-03-15,"JP",5635
2019-03-16,"JP",5635
2019-03-17,"JP",5635
2019-03-18,"JP",5635
2019-03-19,"JP",5768
2019-03-20,"JP",5768
2019-03-21,"JP",5768
2019-03-22,"JP",5905
2019-03-23,"JP",5905
2019-03-24,"JP",6028
2019-03-25,"JP",6151
2019-03-26,"JP",6245
2019-03-27,"JP",6160
2019-03-28,"JP",6222
2019-03-29,"JP",6123
2019-03-30,"JP",6026
2019-03-31,"JP",6026
2019-04-01,"JP",5964
2019-04-02,"JP",6004
2019-04-03,"JP",5959
2019-04-04,"JP",6062
2019-04-05,"JP",5985
2019-04-06,"JP",5862
2019-04-07,"JP",5790
2019-04-08,"JP",5790
2019-04-09,"JP",5825
2019-04-10,"JP",5750
2019-04-11,"JP",5876
2019-04-12,"JP",5835
2019-04-13,"JP",5952
2019-04-14,"JP",5952
2019-04-15,"JP",5952
2019-04-16,"JP",6053
2019-04-17,"JP",6107
2019-04-18,"JP",6219
2019-04-19,"JP",6219
2019-04-20,"JP",6219
2019-04-21,"JP",6086
2019-04-22,"JP",6219
2019-04-23,"JP",6277
2019-04-24,"JP",6214
2019-04-25,"JP",6214
2019-04-26,"JP",6308
2019-04-27,"JP",6213
2019-04-28,"JP",6278
2019-04-29,"JP",6193
2019-04-30,"JP",6193
2019-05-01,"JP",6193
2019-05-02,"JP",6071
2019-05-03,"JP",5947
2019-05-04,"JP",5947
2019-05-05,"JP",5837
2019-05-06,"JP",5922
2019-05-07,"JP",6010
2019-05-08,"JP",5877
2019-05-09,"JP",5877
2019-05-10,"JP",5877
2019-05-11,"JP",6015
2019-05-12,"JP",6015
2019-05-13,"JP",5899
2019-05-14,"JP",5993
2019-05-15,"JP",5917
2019-05-16,"JP",5851
2019-05-17,"JP",5734
2019-05-18,"JP",5766
2019-05-19,"JP",5700
2019-05-20,"JP",5811
2019-05-21,"JP",5811
2019-05-22,"JP",5759
2019-05-23,"JP",5759
2019-05-24,"JP",5662
2019-05-25,"JP",5662
2019-05-26,"JP",5662
2019-05-27,"JP",5713
2019-05-28,"JP",5655
2019-05-29,"JP",5655
2019-05-30,"JP",5655
2019-05-31,"JP",5623
2019-06-01,"JP",5673
2019-06-02,"JP",5627
2019-06-03,"JP",5730
2019-06-04,"JP",5683
2019-06-05,"JP",5749
2019-06-06,"JP",5848
2019-06-07,"JP",5848
2019-06-08,"JP",5848
2019-06-09,"JP",5848
2019-06-10,"JP",5925
2019-06-11,"JP",6020
2019-06-12,"JP",5903
2019-06-13,"JP",5829
2019-06-14,"JP",5939
2019-06-15,"JP",5984
2019-06-16,"JP",5984
2019-06-17,"JP",5871
2019-06-18,"JP",5871
2019-06-19,"JP",5970
2019-06-20,"JP",5970
2019-06-21,"JP",6051
2019-06-22,"JP",6051
2019-06-23,"JP",6164
2019-06-24,"JP",6164
2019-06-25,"JP",6277
2019-06-26,"JP",6134
2019-06-27,"JP",6050
2019-06-28,"JP",6050
2019-06-29,"JP",5913
2019-06-30,"JP",5913
2019-07-01,"JP",5913
2019-07-02,"JP",5913
2019-07-03,"JP",5851
2019-07-04,"JP",5851
2019-07-05,"JP",5851
2019-07-06,"JP",5722
2019-07-07,"JP",5722
2019-07-08,"JP",5679
2019-07-09,"JP",5633
2019-07-10,"JP",5717
2019-07-11,"JP",5854
2019-07-12,"JP",5854
2019-07-13,"JP",5766
2019-07-14,"JP",5836
2019-07-15,"JP",5783
2019-07-16,"JP",5726
2019-07-17,"JP",5726
2019-07-18,"JP",5687
2019-07-19,"JP",5769
2019-07-20,"JP",5907
2019-07-21,"JP",5826
2019-07-22,"JP",5873
2019-07-23,"JP",5732
2019-07-24,"JP",5696
2019-07-25,"JP",5775
2019-07-26,"JP",5822
2019-07-27,"JP",5822
2019-07-28,"JP",5761
2019-07-29,"JP",5761
2019-07-30,"JP",5761
2019-07-31,"JP",5823
2019-08-01,"JP",5823
2019-08-02,"JP",5823
2019-08-03,"JP",5779
2019-08-04,"JP",5741
2019-08-05,"JP",5741
2019-08-06,"JP",5635
2019-08-07,"JP",5666
2019-08-08,"JP",5759
2019-08-09,"JP",5652
2019-08-10,"JP",5709
2019-08-11,"JP",5590
2019-08-12,"JP",5590
2019-08-13,"JP",5492
2019-08-14,"JP",5532
2019-08-15,"JP",5435
2019-08-16,"JP",5523
2019-08-17,"JP",5422
2019-08-18,"JP",5422
2019-08-19,"JP",5457
2019-08-20,"JP",5457
2019-08-21,"JP",5373
2019-08-22,"JP",5255
2019-08-23,"JP",5192
2019-08-24,"JP",5276
2019-08-25,"JP",5183
2019-08-26,"JP",5152
2019-08-27,"JP",5275
2019-08-28,"JP",5275
2019-08-29,"JP",5275
2019-08-30,"JP",5149
2019-08-31,"JP",5149
2019-09-01,"JP",5011
2019-09-02,"JP",5121
2019-09-03,"JP",5222
2019-09-04,"JP",5362
2019-09-05,"JP",5272
2019-09-06,"JP",5191
2017-01-01,"TH",1200
2017-01-02,"TH",1253
2017-01-03,"TH",1327
2017-01-04,"TH",1458
2017-01-05,"TH",1355
2017-01-06,"TH",1278
2017-01-07,"TH",1236
2017-01-08,"TH",1379
2017-01-09,"TH",1379
2017-01-10,"TH",1287
2017-01-11,"TH",1287
2017-01-12,"TH",1177
2017-01-13,"TH",1228
2017-01-14,"TH",1228
2017-01-15,"TH",1309
2017-01-16,"TH",1433
2017-01-17,"TH",1399
2017-01-18,"TH",1312
2017-01-19,"TH",1380
2017-01-20,"TH",1274
2017-01-21,"TH",1332
2017-01-22,"TH",1332
2017-01-23,"TH",1332
2017-01-24,"TH",1301
2017-01-25,"TH",1411
2017-01-26,"TH",1372
2017-01-27,"TH",1297
2017-01-28,"TH",1435
2017-01-29,"TH",1504
2017-01-30,"TH",1403
2017-01-31,"TH",1270
2017-02-01,"TH",1409
2017-02-02,"TH",1545
2017-02-03,"TH",1502
2017-02-04,"TH",1535
2017-02-05,"TH",1458
2017-02-06,"TH",1458
2017-02-07,"TH",1573
2017-02-08,"TH",1463
2017-02-09,"TH",1412
2017-02-10,"TH",1276
2017-02-11,"TH",1244
2017-02-12,"TH",1116
2017-02-13,"TH",1217
2017-02-14,"TH",1272
2017-02-15,"TH",1189
2017-02-16,"TH",1219
2017-02-17,"TH",1266
2017-02-18,"TH",1297
2017-02-19,"TH",1402
2017-02-20,"TH",1454
2017-02-21,"TH",1454
2017-02-22,"TH",1531
2017-02-23,"TH",1633
2017-02-24,"TH",1752
2017-02-25,"TH",1620
2017-02-26,"TH",1477
2017-02-27,"TH",1477
2017-02-28,"TH",1374
2017-03-01,"TH",1374
2017-03-02,"TH",1374
2017-03-03,"TH",1374
2017-03-04,"TH",1516
2017-03-05,"TH",1638
2017-03-06,"TH",1514
2017-03-07,"TH",1449
2017-03-08,"TH",1449
2017-03-09,"TH",1449
2017-03-10,"TH",1449
2017-03-11,"TH",1358
2017-03-12,"TH",1273
2017-03-13,"TH",1273
2017-03-14,"TH",1273
2017-03-15,"TH",1273
2017-03-16,"TH",1140
2017-03-17,"TH",1101
2017-03-18,"TH",1101
2017-03-19,"TH",1243
2017-03-20,"TH",1243
2017-03-21,"TH",1160
2017-03-22,"TH",1023
2017-03-23,"TH",1154
2017-03-24,"TH",1250
2017-03-25,"TH",1385
2017-03-26,"TH",1447
2017-03-27,"TH",1568
2017-03-28,"TH",1618
2017-03-29,"TH",1572
2017-03-30,"TH",1539
2017-03-31,"TH",1539
